,Layer Names,Layer Types,Ni,Lr,Lc,Input Mem,Input Move?,Input Upsampling Ratio,No,Mr,Mc,Output Mem,Output Move?,Output Downsampling Ratio,Fr,Fc,Sr,Sc,Filter Upsampling Ratio,Filter Grouping,Filter Mem,Filter Move?,Bandwidth,Input Move,Output Move,Filter Move,Total Move Time,M,N,K,MACS,Serial Time,Parallel Time,Matrix Compute,Vector Compute,Total Compute
0,input_16,InputLayer,3,224,224,150528,0,1,3,224,224,150528,0,1,1,1,1,1,1,3,0,1,0,0.0,0.0,0.0,0.0,3,50176,3,451584,4.704e-06,4.704e-06,0.0,4.704e-06,4.704e-06
1,conv2d_283,Conv2D,3,224,224,150528,0,1,32,111,111,394272,0,2,3,3,2,2,1,3,864,1,864,0.0,0.0,8.64e-08,8.64e-08,32,50176,27,43352064,4.24224e-05,4.2336e-05,4.2336e-05,0.0,4.2336e-05
2,batch_normalization_283,BatchNormalization,32,111,111,394272,0,1,32,111,111,394272,0,1,1,1,1,1,1,32,96,1,96,0.0,0.0,9.6e-09,9.6e-09,32,12321,32,12616704,1.23306e-05,1.2321e-05,0.0,1.2321e-05,1.2321e-05
3,activation_479,Activation,32,111,111,394272,0,1,32,111,111,394272,0,1,1,1,1,1,1,32,0,1,0,0.0,0.0,0.0,0.0,32,12321,32,12616704,1.2321e-05,1.2321e-05,0.0,1.2321e-05,1.2321e-05
4,conv2d_284,Conv2D,32,111,111,394272,0,1,32,109,109,380192,0,1,3,3,1,1,1,32,9216,1,9216,0.0,0.0,9.216e-07,9.216e-07,32,12321,288,113550336,0.0001118106,0.000110889,0.000110889,0.0,0.000110889
5,batch_normalization_284,BatchNormalization,32,109,109,380192,0,1,32,109,109,380192,0,1,1,1,1,1,1,32,96,1,96,0.0,0.0,9.6e-09,9.6e-09,32,11881,32,12166144,1.1890600000000001e-05,1.1881e-05,0.0,1.1881e-05,1.1881e-05
6,activation_480,Activation,32,109,109,380192,0,1,32,109,109,380192,0,1,1,1,1,1,1,32,0,1,0,0.0,0.0,0.0,0.0,32,11881,32,12166144,1.1881e-05,1.1881e-05,0.0,1.1881e-05,1.1881e-05
7,conv2d_285,Conv2D,32,109,109,380192,0,1,64,109,109,760384,0,1,3,3,1,1,1,32,18432,1,18432,0.0,0.0,1.8432e-06,1.8432e-06,64,11881,288,218990592,0.00021570120000000001,0.000213858,0.000213858,0.0,0.000213858
8,batch_normalization_285,BatchNormalization,64,109,109,760384,0,1,64,109,109,760384,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,11881,64,48664576,2.3781200000000002e-05,2.3762e-05,0.0,2.3762e-05,2.3762e-05
9,activation_481,Activation,64,109,109,760384,0,1,64,109,109,760384,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,11881,64,48664576,2.3762e-05,2.3762e-05,0.0,2.3762e-05,2.3762e-05
10,max_pooling2d_17,MaxPooling2D,64,109,109,760384,0,1,64,54,54,186624,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,11881,64,48664576,2.3762e-05,2.3762e-05,0.0,2.3762e-05,2.3762e-05
11,conv2d_286,Conv2D,64,54,54,186624,0,1,80,54,54,233280,0,1,1,1,1,1,1,64,5120,1,5120,0.0,0.0,5.12e-07,5.12e-07,80,2916,64,14929920,1.5091999999999999e-05,1.458e-05,1.458e-05,0.0,1.458e-05
12,batch_normalization_286,BatchNormalization,80,54,54,233280,0,1,80,54,54,233280,0,1,1,1,1,1,1,80,240,1,240,0.0,0.0,2.4e-08,2.4e-08,80,2916,80,18662400,7.314e-06,7.29e-06,0.0,7.29e-06,7.29e-06
13,activation_482,Activation,80,54,54,233280,0,1,80,54,54,233280,0,1,1,1,1,1,1,80,0,1,0,0.0,0.0,0.0,0.0,80,2916,80,18662400,7.29e-06,7.29e-06,0.0,7.29e-06,7.29e-06
14,conv2d_287,Conv2D,80,54,54,233280,0,1,192,52,52,519168,0,1,3,3,1,1,1,80,138240,1,138240,0.0,0.0,1.3824e-05,1.3824e-05,192,2916,720,403107840,0.000407484,0.00039366,0.00039366,0.0,0.00039366
15,batch_normalization_287,BatchNormalization,192,52,52,519168,0,1,192,52,52,519168,0,1,1,1,1,1,1,192,576,1,576,0.0,0.0,5.76e-08,5.76e-08,192,2704,192,99680256,1.62816e-05,1.6224e-05,0.0,1.6224e-05,1.6224e-05
16,activation_483,Activation,192,52,52,519168,0,1,192,52,52,519168,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,2704,192,99680256,1.6224e-05,1.6224e-05,0.0,1.6224e-05,1.6224e-05
17,max_pooling2d_18,MaxPooling2D,192,52,52,519168,0,1,192,25,25,120000,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,2704,192,99680256,1.6224e-05,1.6224e-05,0.0,1.6224e-05,1.6224e-05
18,conv2d_291,Conv2D,192,25,25,120000,0,1,64,25,25,40000,0,1,1,1,1,1,1,192,12288,1,12288,0.0,0.0,1.2288e-06,1.2288e-06,64,625,192,7680000,8.7288e-06,7.5e-06,7.5e-06,0.0,7.5e-06
19,batch_normalization_291,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
20,activation_487,Activation,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,625,64,2560000,1.25e-06,1.25e-06,0.0,1.25e-06,1.25e-06
21,conv2d_289,Conv2D,192,25,25,120000,0,1,48,25,25,30000,0,1,1,1,1,1,1,192,9216,1,9216,0.0,0.0,9.216e-07,9.216e-07,48,625,192,5760000,6.5466e-06,5.625e-06,5.625e-06,0.0,5.625e-06
22,conv2d_292,Conv2D,64,25,25,40000,0,1,96,25,25,60000,0,1,3,3,1,1,1,64,55296,1,55296,0.0,0.0,5.5296e-06,5.5296e-06,96,625,576,34560000,3.92796e-05,3.375e-05,3.375e-05,0.0,3.375e-05
23,batch_normalization_289,BatchNormalization,48,25,25,30000,0,1,48,25,25,30000,0,1,1,1,1,1,1,48,144,1,144,0.0,0.0,1.44e-08,1.44e-08,48,625,48,1440000,9.519e-07,9.375e-07,0.0,9.375e-07,9.375e-07
24,batch_normalization_292,BatchNormalization,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,288,1,288,0.0,0.0,2.88e-08,2.88e-08,96,625,96,5760000,1.9038e-06,1.875e-06,0.0,1.875e-06,1.875e-06
25,activation_485,Activation,48,25,25,30000,0,1,48,25,25,30000,0,1,1,1,1,1,1,48,0,1,0,0.0,0.0,0.0,0.0,48,625,48,1440000,9.375e-07,9.375e-07,0.0,9.375e-07,9.375e-07
26,activation_488,Activation,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,0,1,0,0.0,0.0,0.0,0.0,96,625,96,5760000,1.875e-06,1.875e-06,0.0,1.875e-06,1.875e-06
27,average_pooling2d_28,AveragePooling2D,192,25,25,120000,0,1,192,25,25,120000,0,1,1,1,1,1,1,192,0,1,0,0.0,0.0,0.0,0.0,192,625,192,23040000,3.75e-06,3.75e-06,0.0,3.75e-06,3.75e-06
28,conv2d_288,Conv2D,192,25,25,120000,0,1,64,25,25,40000,0,1,1,1,1,1,1,192,12288,1,12288,0.0,0.0,1.2288e-06,1.2288e-06,64,625,192,7680000,8.7288e-06,7.5e-06,7.5e-06,0.0,7.5e-06
29,conv2d_290,Conv2D,48,25,25,30000,0,1,64,25,25,40000,0,1,5,5,1,1,1,48,76800,1,76800,0.0,0.0,7.68e-06,7.68e-06,64,625,1200,48000000,5.4555e-05,4.6875e-05,4.6875e-05,0.0,4.6875e-05
30,conv2d_293,Conv2D,96,25,25,60000,0,1,96,25,25,60000,0,1,3,3,1,1,1,96,82944,1,82944,0.0,0.0,8.2944e-06,8.2944e-06,96,625,864,51840000,5.89194e-05,5.0625e-05,5.0625e-05,0.0,5.0625e-05
31,conv2d_294,Conv2D,192,25,25,120000,0,1,32,25,25,20000,0,1,1,1,1,1,1,192,6144,1,6144,0.0,0.0,6.144e-07,6.144e-07,32,625,192,3840000,4.3644e-06,3.75e-06,3.75e-06,0.0,3.75e-06
32,batch_normalization_288,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
33,batch_normalization_290,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
34,batch_normalization_293,BatchNormalization,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,288,1,288,0.0,0.0,2.88e-08,2.88e-08,96,625,96,5760000,1.9038e-06,1.875e-06,0.0,1.875e-06,1.875e-06
35,batch_normalization_294,BatchNormalization,32,25,25,20000,0,1,32,25,25,20000,0,1,1,1,1,1,1,32,96,1,96,0.0,0.0,9.6e-09,9.6e-09,32,625,32,640000,6.346e-07,6.25e-07,0.0,6.25e-07,6.25e-07
36,activation_484,Activation,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,625,64,2560000,1.25e-06,1.25e-06,0.0,1.25e-06,1.25e-06
37,activation_486,Activation,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,625,64,2560000,1.25e-06,1.25e-06,0.0,1.25e-06,1.25e-06
38,activation_489,Activation,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,0,1,0,0.0,0.0,0.0,0.0,96,625,96,5760000,1.875e-06,1.875e-06,0.0,1.875e-06,1.875e-06
39,activation_490,Activation,32,25,25,20000,0,1,32,25,25,20000,0,1,1,1,1,1,1,32,0,1,0,0.0,0.0,0.0,0.0,32,625,32,640000,6.25e-07,6.25e-07,0.0,6.25e-07,6.25e-07
40,mixed0,Concatenate,256,25,25,160000,0,1,256,25,25,160000,0,1,1,1,1,1,1,256,0,1,0,0.0,0.0,0.0,0.0,256,625,256,40960000,5e-06,5e-06,0.0,5e-06,5e-06
41,conv2d_298,Conv2D,256,25,25,160000,0,1,64,25,25,40000,0,1,1,1,1,1,1,256,16384,1,16384,0.0,0.0,1.6384e-06,1.6384e-06,64,625,256,10240000,1.16384e-05,1e-05,1e-05,0.0,1e-05
42,batch_normalization_298,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
43,activation_494,Activation,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,625,64,2560000,1.25e-06,1.25e-06,0.0,1.25e-06,1.25e-06
44,conv2d_296,Conv2D,256,25,25,160000,0,1,48,25,25,30000,0,1,1,1,1,1,1,256,12288,1,12288,0.0,0.0,1.2288e-06,1.2288e-06,48,625,256,7680000,8.7288e-06,7.5e-06,7.5e-06,0.0,7.5e-06
45,conv2d_299,Conv2D,64,25,25,40000,0,1,96,25,25,60000,0,1,3,3,1,1,1,64,55296,1,55296,0.0,0.0,5.5296e-06,5.5296e-06,96,625,576,34560000,3.92796e-05,3.375e-05,3.375e-05,0.0,3.375e-05
46,batch_normalization_296,BatchNormalization,48,25,25,30000,0,1,48,25,25,30000,0,1,1,1,1,1,1,48,144,1,144,0.0,0.0,1.44e-08,1.44e-08,48,625,48,1440000,9.519e-07,9.375e-07,0.0,9.375e-07,9.375e-07
47,batch_normalization_299,BatchNormalization,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,288,1,288,0.0,0.0,2.88e-08,2.88e-08,96,625,96,5760000,1.9038e-06,1.875e-06,0.0,1.875e-06,1.875e-06
48,activation_492,Activation,48,25,25,30000,0,1,48,25,25,30000,0,1,1,1,1,1,1,48,0,1,0,0.0,0.0,0.0,0.0,48,625,48,1440000,9.375e-07,9.375e-07,0.0,9.375e-07,9.375e-07
49,activation_495,Activation,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,0,1,0,0.0,0.0,0.0,0.0,96,625,96,5760000,1.875e-06,1.875e-06,0.0,1.875e-06,1.875e-06
50,average_pooling2d_29,AveragePooling2D,256,25,25,160000,0,1,256,25,25,160000,0,1,1,1,1,1,1,256,0,1,0,0.0,0.0,0.0,0.0,256,625,256,40960000,5e-06,5e-06,0.0,5e-06,5e-06
51,conv2d_295,Conv2D,256,25,25,160000,0,1,64,25,25,40000,0,1,1,1,1,1,1,256,16384,1,16384,0.0,0.0,1.6384e-06,1.6384e-06,64,625,256,10240000,1.16384e-05,1e-05,1e-05,0.0,1e-05
52,conv2d_297,Conv2D,48,25,25,30000,0,1,64,25,25,40000,0,1,5,5,1,1,1,48,76800,1,76800,0.0,0.0,7.68e-06,7.68e-06,64,625,1200,48000000,5.4555e-05,4.6875e-05,4.6875e-05,0.0,4.6875e-05
53,conv2d_300,Conv2D,96,25,25,60000,0,1,96,25,25,60000,0,1,3,3,1,1,1,96,82944,1,82944,0.0,0.0,8.2944e-06,8.2944e-06,96,625,864,51840000,5.89194e-05,5.0625e-05,5.0625e-05,0.0,5.0625e-05
54,conv2d_301,Conv2D,256,25,25,160000,0,1,64,25,25,40000,0,1,1,1,1,1,1,256,16384,1,16384,0.0,0.0,1.6384e-06,1.6384e-06,64,625,256,10240000,1.16384e-05,1e-05,1e-05,0.0,1e-05
55,batch_normalization_295,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
56,batch_normalization_297,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
57,batch_normalization_300,BatchNormalization,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,288,1,288,0.0,0.0,2.88e-08,2.88e-08,96,625,96,5760000,1.9038e-06,1.875e-06,0.0,1.875e-06,1.875e-06
58,batch_normalization_301,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
59,activation_491,Activation,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,625,64,2560000,1.25e-06,1.25e-06,0.0,1.25e-06,1.25e-06
60,activation_493,Activation,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,625,64,2560000,1.25e-06,1.25e-06,0.0,1.25e-06,1.25e-06
61,activation_496,Activation,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,0,1,0,0.0,0.0,0.0,0.0,96,625,96,5760000,1.875e-06,1.875e-06,0.0,1.875e-06,1.875e-06
62,activation_497,Activation,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,625,64,2560000,1.25e-06,1.25e-06,0.0,1.25e-06,1.25e-06
63,mixed1,Concatenate,288,25,25,180000,0,1,288,25,25,180000,0,1,1,1,1,1,1,288,0,1,0,0.0,0.0,0.0,0.0,288,625,288,51840000,5.625e-06,5.625e-06,0.0,5.625e-06,5.625e-06
64,conv2d_305,Conv2D,288,25,25,180000,0,1,64,25,25,40000,0,1,1,1,1,1,1,288,18432,1,18432,0.0,0.0,1.8432e-06,1.8432e-06,64,625,288,11520000,1.30932e-05,1.125e-05,1.125e-05,0.0,1.125e-05
65,batch_normalization_305,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
66,activation_501,Activation,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,625,64,2560000,1.25e-06,1.25e-06,0.0,1.25e-06,1.25e-06
67,conv2d_303,Conv2D,288,25,25,180000,0,1,48,25,25,30000,0,1,1,1,1,1,1,288,13824,1,13824,0.0,0.0,1.3824e-06,1.3824e-06,48,625,288,8640000,9.8199e-06,8.4375e-06,8.4375e-06,0.0,8.4375e-06
68,conv2d_306,Conv2D,64,25,25,40000,0,1,96,25,25,60000,0,1,3,3,1,1,1,64,55296,1,55296,0.0,0.0,5.5296e-06,5.5296e-06,96,625,576,34560000,3.92796e-05,3.375e-05,3.375e-05,0.0,3.375e-05
69,batch_normalization_303,BatchNormalization,48,25,25,30000,0,1,48,25,25,30000,0,1,1,1,1,1,1,48,144,1,144,0.0,0.0,1.44e-08,1.44e-08,48,625,48,1440000,9.519e-07,9.375e-07,0.0,9.375e-07,9.375e-07
70,batch_normalization_306,BatchNormalization,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,288,1,288,0.0,0.0,2.88e-08,2.88e-08,96,625,96,5760000,1.9038e-06,1.875e-06,0.0,1.875e-06,1.875e-06
71,activation_499,Activation,48,25,25,30000,0,1,48,25,25,30000,0,1,1,1,1,1,1,48,0,1,0,0.0,0.0,0.0,0.0,48,625,48,1440000,9.375e-07,9.375e-07,0.0,9.375e-07,9.375e-07
72,activation_502,Activation,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,0,1,0,0.0,0.0,0.0,0.0,96,625,96,5760000,1.875e-06,1.875e-06,0.0,1.875e-06,1.875e-06
73,average_pooling2d_30,AveragePooling2D,288,25,25,180000,0,1,288,25,25,180000,0,1,1,1,1,1,1,288,0,1,0,0.0,0.0,0.0,0.0,288,625,288,51840000,5.625e-06,5.625e-06,0.0,5.625e-06,5.625e-06
74,conv2d_302,Conv2D,288,25,25,180000,0,1,64,25,25,40000,0,1,1,1,1,1,1,288,18432,1,18432,0.0,0.0,1.8432e-06,1.8432e-06,64,625,288,11520000,1.30932e-05,1.125e-05,1.125e-05,0.0,1.125e-05
75,conv2d_304,Conv2D,48,25,25,30000,0,1,64,25,25,40000,0,1,5,5,1,1,1,48,76800,1,76800,0.0,0.0,7.68e-06,7.68e-06,64,625,1200,48000000,5.4555e-05,4.6875e-05,4.6875e-05,0.0,4.6875e-05
76,conv2d_307,Conv2D,96,25,25,60000,0,1,96,25,25,60000,0,1,3,3,1,1,1,96,82944,1,82944,0.0,0.0,8.2944e-06,8.2944e-06,96,625,864,51840000,5.89194e-05,5.0625e-05,5.0625e-05,0.0,5.0625e-05
77,conv2d_308,Conv2D,288,25,25,180000,0,1,64,25,25,40000,0,1,1,1,1,1,1,288,18432,1,18432,0.0,0.0,1.8432e-06,1.8432e-06,64,625,288,11520000,1.30932e-05,1.125e-05,1.125e-05,0.0,1.125e-05
78,batch_normalization_302,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
79,batch_normalization_304,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
80,batch_normalization_307,BatchNormalization,96,25,25,60000,0,1,96,25,25,60000,0,1,1,1,1,1,1,96,288,1,288,0.0,0.0,2.88e-08,2.88e-08,96,625,96,5760000,1.9038e-06,1.875e-06,0.0,1.875e-06,1.875e-06
81,batch_normalization_308,BatchNormalization,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,192,1,192,0.0,0.0,1.92e-08,1.92e-08,64,625,64,2560000,1.2692e-06,1.25e-06,0.0,1.25e-06,1.25e-06
82,activation_498,Activation,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,625,64,2560000,1.25e-06,1.25e-06,0.0,1.25e-06,1.25e-06
83,activation_500,Activation,64,25,25,40000,0,1,64,25,25,40000,0,1,1,1,1,1,1,64,0,1,0,0.0,0.0,0.0,0.0,64,625,64,2560000,1.25e-06,1.25e-06,0.0,1.25e-06,1.25e-06
